env/wind_speed,env/aqi,env/voltage,env/concentration,time/fps,env/energy,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/n_updates,train/approx_kl,train/clip_fraction,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss
2.4988999999999995,50.000620707908396,2.4988999999999995,12.879010872725194,4095,237.86100000000002,0.41653508043601023,0,0.09999999999999998,1,2048,,,,,,,,,,
1.7243999999999995,65.8988577466927,1.7243999999999995,19.568467739068428,2468,117.13895999999995,0.9916171053056622,1,1.6989999999999992,2,4096,10,0.011605093,0.155126953125,0.0003,-1.0872351419180633,9.022472685575485,0.2,-0.051896095275878906,-0.012022278427320999,2.1671876907348633
2.5023,48.59454512192179,2.5023,11.878947946699343,2300,229.87692000000004,1.0886970062234098,2,1.6989999999999994,3,6144,20,0.012232052,0.168603515625,0.0003,-1.093082656338811,8.732253395766019,0.2,0.3233223557472229,-0.009964344672334846,1.8738125562667847
2.0447999999999995,56.25000541846285,2.0447999999999995,14.767960687197833,2262,155.57111999999995,0.8497948185187192,3,1.6989999999999998,4,8192,30,0.011603327,0.19541015625,0.0003,-1.0767784137278795,8.235048438608647,0.2,0.6713107824325562,-0.016149166447576135,2.5094945430755615
2.3476,51.18412313428921,2.3476,12.791932606258856,2240,203.74632,1.1432474120964258,4,1.699,5,10240,40,0.010744065,0.13701171875,0.0003,-1.0781066972762345,8.061451093107461,0.2,0.7105348706245422,-0.013771603116765618,3.1100053787231445
2.2354000000000003,53.143761703811045,2.2354000000000003,13.429196247356783,2243,184.14935999999997,0.5631192076281392,5,0.09999999999999998,6,12288,50,0.006078031,0.03720703125,0.0003,-1.0733782365918159,7.651565305143595,0.2,0.762250542640686,-0.0046872123362845745,1.6704201698303223
2.2563,52.61681917237481,2.2563,13.173850013885536,2241,186.49331999999998,1.3859373231957697,6,1.6989999999999992,7,14336,60,0.0053579463,0.047509765625,0.0003,-1.068566706776619,4.557343946769834,0.2,0.8923538327217102,-0.00504332988493843,0.9988988041877747
2.2832999999999997,52.285914318542794,2.2832999999999997,13.102269151345439,2232,191.7918,1.5169775829058438,7,1.6989999999999994,8,16384,70,0.008574633,0.055419921875,0.0003,-1.0535756785422563,2.384804944694042,0.2,0.9519085884094238,-0.004222400985599961,0.3842679262161255
2.3476999999999997,51.143677743531036,2.3476999999999997,12.609566975880742,2109,201.159,1.2820697320347996,8,1.6989999999999998,9,18432,80,0.011441413,0.11640625,0.0003,-1.0572597648948432,1.9293175753206016,0.2,0.9711881279945374,-0.006297398300375789,0.2999425232410431
2.1945999999999994,53.849346418982734,2.1945999999999994,13.659529920112584,1895,177.35039999999998,1.5380540571807197,10,1.699,10,20480,90,0.016797189,0.2140625,0.0003,-1.0391186732798814,1.987698338739574,0.2,0.9813873767852783,-0.013346595331677235,0.6238605380058289
2.3326,51.360235305769415,2.3326,12.653666736278025,1845,198.1656,0.5762607178087404,12,0.09999999999999998,11,22528,100,0.008248458,0.12861328125,0.0003,-1.0543588671833277,1.3444807700812818,0.2,0.9882744550704956,-0.005924635540577583,0.5264415144920349
2.3275,51.50300996560974,2.3275,12.68242524211668,1794,197.29044,1.5104752270437447,13,1.6989999999999992,12,24576,110,0.008398887,0.0861328125,0.0003,-1.047324186563492,1.1670632759109139,0.2,0.9913796186447144,-0.005388275414588861,0.4062677025794983
2.3971,50.356612889018116,2.3971,12.250896513010034,1800,208.37124,1.5141882697287965,14,1.6989999999999994,13,26624,120,0.010355122,0.119091796875,0.0003,-1.0433655824512242,0.9099424092099071,0.2,0.9930644631385803,-0.006031962568522431,0.24222639203071594
2.3553,51.163683235388675,2.3553,12.483469235777406,1757,201.25475999999998,1.6148761190617207,16,1.6989999999999998,14,28672,130,0.0097784605,0.117041015625,0.0003,-1.0413544040173293,0.8924252147786319,0.2,0.9936975836753845,-0.00950653660693206,0.28465691208839417
2.36,51.09791580195597,2.36,12.442018995587466,1592,201.86496,1.503550739362274,19,1.699,15,30720,140,0.010240011,0.117626953125,0.0003,-1.038808984681964,0.6756653623655439,0.2,0.9954713582992554,-0.007103369248216041,0.3480377793312073
2.3675,50.97092017597759,2.3675,12.368723318888819,1609,202.74444,0.5891744412194534,20,0.09999999999999998,16,32768,150,0.012158954,0.13291015625,0.0003,-1.031109106168151,0.5446933472529054,0.2,0.9958367943763733,-0.00548955987469526,0.2356279343366623
2.3441,51.41692786087899,2.3441,12.482070497858262,1505,198.59508,1.612702159630044,23,1.6989999999999992,17,34816,160,0.014777472,0.147216796875,0.0003,-1.0187608502805232,0.38393056876957415,0.2,0.9973459243774414,-0.0074533299644826915,0.14170265197753906
2.3063999999999996,51.966011365404086,2.3063999999999996,12.690906852956191,1275,192.33719999999997,1.6289500179100564,28,1.6989999999999994,18,36864,170,0.013419343,0.131201171875,0.0003,-1.0057833774015308,0.26066240947693586,0.2,0.9984316229820251,-0.008121456817025318,0.08273638784885406
2.3575,51.22928162574043,2.3575,12.397529921547823,1252,200.68956,1.6601641248498413,31,1.6989999999999998,19,38912,180,0.01424537,0.2544921875,0.0003,-1.0010976048186422,0.2378272464266047,0.2,0.998552143573761,-0.012072531765443272,0.05951376259326935
2.3815999999999997,50.882718777402445,2.3815999999999997,12.262647707952475,1157,204.66,1.6492292025357103,35,1.699,20,40960,190,0.013533735,0.156396484375,0.0003,-0.993100635893643,0.19750023137312384,0.2,0.999079167842865,-0.00804277564457152,0.11288408935070038
2.387,50.82669962817873,2.387,12.230333377136638,1183,205.51176,0.6466476140494531,36,0.09999999999999998,21,43008,200,0.012796681,0.14541015625,0.0003,-0.9739668212831021,0.13638836196623744,0.2,0.999316394329071,-0.0004788787591678556,0.05676015466451645
2.3916999999999997,50.78555513992423,2.3916999999999997,12.203019404030485,1208,206.26955999999998,1.6982773642618683,37,1.6989999999999992,22,45056,210,0.011622392,0.16337890625,0.0003,-0.9488376529887319,0.09524866604479029,0.2,0.9992548227310181,-0.0020117542037041856,0.02785426378250122
2.4390999999999994,49.940993110931444,2.4390999999999994,11.962568535031668,1228,214.47180000000003,1.7039794612465462,38,1.6989999999999994,23,47104,220,0.015625598,0.1498046875,0.0003,-0.9342225084081293,0.08730212723603473,0.2,0.9995433688163757,-0.006295169889926911,0.05624508112668991
2.4172999999999996,50.396382956326384,2.4172999999999996,12.067778226223963,1251,210.60972,1.710320795524251,39,1.6989999999999998,24,49152,230,0.015732467,0.21044921875,0.0003,-0.906246036849916,0.12062226921552792,0.2,0.9994550347328186,-0.01015478503977647,0.02684371918439865
2.4126,50.48946233986331,2.4126,12.090414135813736,1273,209.77488,1.6947470932657984,40,1.699,25,51200,240,0.009017936,0.1595703125,0.0003,-0.8921275636181235,0.08660931922495366,0.2,0.9995917081832886,-0.001805889789829962,-0.005377409979701042
2.4125999999999994,50.51279630978123,2.4125999999999994,12.088759417955648,1294,209.74824,0.6651718949131157,41,0.09999999999999998,26,53248,250,0.011118257,0.1701171875,0.0003,-0.8734564220532774,0.06796404447522945,0.2,0.9996953010559082,-0.0018772048613755032,0.0005011409521102905
2.4233,50.33909422328189,2.4233,12.033144774912973,1309,211.57452,1.733507820246408,42,1.6989999999999992,27,55296,260,0.0206655,0.224462890625,0.0003,-0.8476978667080403,0.05253700349712744,0.2,0.9997914433479309,0.005929192411713302,-0.0012781117111444473
2.4334,50.13114746183275,2.4334,11.984113694668027,1319,213.35832000000002,1.7374703453657983,43,1.6989999999999994,28,57344,270,0.014348762,0.187548828125,0.0003,-0.8298330569639802,0.05558579465723597,0.2,0.9998031854629517,-0.0022561422214494088,0.021573279052972794
2.4138999999999995,50.53406356348074,2.4138999999999995,12.079910660709771,1339,209.93436000000003,1.7478922742159684,44,1.6989999999999998,29,59392,280,0.009400722,0.15654296875,0.0003,-0.7937275785952806,0.05239088472444564,0.2,0.999802827835083,-0.0037214913434581833,0.012709803879261017
2.4154999999999998,50.51724767687678,2.4154999999999998,12.071498182821603,1356,210.20652,1.7315149570542252,45,1.699,30,61440,290,0.0129920505,0.164892578125,0.0003,-0.7775163438171149,0.04134187397430651,0.2,0.9998398423194885,0.0018676620311453007,0.007215423509478569
2.4155999999999995,50.56275374274266,2.4155999999999995,12.068767032045074,1351,210.18528000000003,0.676480326742359,46,0.09999999999999998,31,63488,300,0.015507727,0.162548828125,0.0003,-0.7545060034841299,0.04558773040189408,0.2,0.999815821647644,9.759150416357442e-05,-0.0044490136206150055
2.4380999999999995,50.07110853185413,2.4380999999999995,11.958032509784239,1358,214.13052000000002,1.7361749752595896,48,1.6989999999999992,32,65536,310,0.034568775,0.165380859375,0.0003,-0.7029514905065298,0.03468469029176049,0.2,0.9997477531433105,0.00457398158905562,0.041444167494773865
2.4099999999999997,50.682521194480735,2.4099999999999997,12.096701182013224,1362,209.20968,1.7526229761126502,49,1.6989999999999994,33,67584,320,0.029501803,0.266748046875,0.0003,-0.6811462162062526,0.03380224410211667,0.2,0.9998409748077393,-0.0063104729051701725,0.05404571443796158
2.4069,50.73803584395764,2.4069,12.112382729551843,1378,208.67364,1.7469349251800461,50,1.6989999999999998,34,69632,330,0.007682226,0.1587890625,0.0003,-0.6430968850851059,0.036351485914201474,0.2,0.999751091003418,0.008056338099413552,0.011315624229609966
2.4076999999999997,50.73632449351024,2.4076999999999997,12.107996886696798,1364,208.80612,1.7589747240295537,52,1.699,35,71680,340,0.014838754,0.161572265625,0.0003,-0.6271356778219342,0.03472069940471556,0.2,0.9998207688331604,0.00739953747834079,-0.002293689176440239
2.4065999999999996,50.72102033586993,2.4065999999999996,12.114568047178425,1371,208.63296000000003,0.6769877892607967,53,0.09999999999999998,36,73728,350,0.018066417,0.1443359375,0.0003,-0.6148640381172299,0.03575920320290606,0.2,0.9998775720596313,0.009172886409214698,0.02705094963312149
2.4312,50.264125921318524,2.4312,11.99057087195881,1386,212.89608,1.7573830662768473,54,1.6989999999999992,37,75776,360,0.022688333,0.161865234375,0.0003,-0.6033089641481638,0.03932596822269261,0.2,0.9998440146446228,-0.0023215007677208632,0.03161302208900452
2.4225999999999996,50.438956444148175,2.4225999999999996,12.033201323568534,1399,211.39344,1.7508322768685491,55,1.6989999999999994,38,77824,370,0.02828211,0.210693359375,0.0003,-0.5713382427580654,0.02482683882844867,0.2,0.9998869895935059,0.00024430354969808834,0.014868481084704399
2.4276999999999993,50.34483256584464,2.4276999999999993,12.00745913532488,1411,212.27652,1.7473690757944018,56,1.6989999999999998,39,79872,380,0.019114783,0.195947265625,0.0003,-0.5433047304861247,0.038044159635319375,0.2,0.9998698830604553,-0.0011314833507640287,0.027174899354577065
2.4210999999999996,50.501350735758514,2.4210999999999996,12.039347852370275,1422,211.10868000000002,1.7599015818255788,57,1.699,40,81920,390,0.014128697,0.1966796875,0.0003,-0.5604124345816672,0.021598918517702258,0.2,0.999866247177124,0.001474627621792024,0.0032230978831648827
2.3986999999999994,50.89984358815216,2.3986999999999994,12.153107210940535,1433,207.24228000000002,0.6797352973095344,58,0.09999999999999998,41,83968,400,0.02102512,0.198486328125,0.0003,-0.5694544829428196,0.02441128867067164,0.2,0.9999162554740906,0.0004399439814733341,0.022107448428869247
2.4044999999999996,50.809359249451866,2.4044999999999996,12.123380335709097,1444,208.23876000000004,1.759657037008958,59,1.6989999999999992,42,86016,410,0.033505622,0.18671875,0.0003,-0.581828698515892,0.033957347285468134,0.2,0.9998690485954285,-0.0006996481461101212,-0.02357436902821064
2.3977999999999993,50.912206256631244,2.3977999999999993,12.157996824063936,1455,207.09216000000004,1.7613128778134381,60,1.6989999999999994,43,88064,420,0.022617988,0.16162109375,0.0003,-0.547121587023139,0.030484244838589802,0.2,0.9999068975448608,0.0060744468122720715,-0.03206280618906021
2.401299999999999,50.89238853827614,2.401299999999999,12.138846023888888,1465,207.67284,1.7598178038969818,61,1.6989999999999998,44,90112,430,0.011528398,0.142822265625,0.0003,-0.5019371149130165,0.02527480114949867,0.2,0.9999173879623413,-0.0007158589942264371,-0.019594267010688782
2.4060999999999995,50.81280280138692,2.4060999999999995,12.114301545028841,1474,208.49868000000006,1.7537436668485458,62,1.699,45,92160,440,0.009525525,0.15009765625,0.0003,-0.46851351158693433,0.029121415488771164,0.2,0.9999353885650635,0.012846511152747552,0.0038049817085266113
2.410499999999999,50.75320785414349,2.410499999999999,12.091238995296424,1484,209.24604000000002,0.680387295942403,63,0.09999999999999998,46,94208,450,0.0061057433,0.120458984375,0.0003,-0.4372235307469964,0.031564767711097376,0.2,0.9998997449874878,0.009211468059220351,0.03295760601758957
2.4258999999999995,50.36728991310121,2.4258999999999995,12.016487578507624,1493,211.96332,1.7549761997910638,64,1.6989999999999992,47,96256,460,0.049447253,0.173291015625,0.0003,-0.4251424765214324,0.027033392782323064,0.2,0.9999207854270935,0.015556892234599218,0.0312659926712513
2.401299999999999,50.90904918843128,2.401299999999999,12.138195345233367,1502,207.66204000000005,1.7594396904625642,65,1.6989999999999994,48,98304,470,0.08537387,0.290966796875,0.0003,-0.44988486301153896,0.019559354973898734,0.2,0.9998012185096741,0.008366240983013995,-0.011494789272546768
2.3939999999999992,51.05096870172409,2.3939999999999992,12.174959648973239,1511,206.39664000000002,1.7804756150268088,66,1.6989999999999998,49,100352,480,0.025187578,0.138427734375,0.0003,-0.37846014350652696,0.027318542468128724,0.2,0.9998772144317627,0.006413777585839853,-0.010367334820330143
